PID COMMAND
1479 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
1471 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
1469 /System/Library/PrivateFrameworks/FamilyControls.framework/Resources/parentalcontrolsd
1468 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
1466 /Applications/Magnet.app/Contents/MacOS/Magnet
1462 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
1459 studio.fireball.OneSwitch.OneSwitchHelper
1458 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
1457 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
1456 /System/Library/CoreServices/diagnostics_agent
1451 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent
1448 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
1447 /Library/Application
1446 /System/Library/Image
1441 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
1438 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
1436 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
1432 /usr/libexec/studentd
1425 /System/Library/PrivateFrameworks/login.framework/Versions/A/XPCServices/LoginUserService.xpc/Contents/MacOS/LoginUserService
1422 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent
1420 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
1412 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
1410 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
1338 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.MobileDocumentsFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.MobileDocumentsFileProvider
1336 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
1335 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
1158 /usr/libexec/aned
987 /usr/libexec/triald
985 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
984 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
983 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
982 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
796 /System/Library/PrivateFrameworks/CoreLSKD.framework/Versions/A/lskdd
793 /System/Library/PrivateFrameworks/InstallerDiagnostics.framework/Versions/A/Resources/installerdiagd
790 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
788 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
733 /usr/libexec/online-authd
732 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
731 /usr/libexec/USBAgent
730 /Applications/Batteries.app/Contents/PlugIns/BatteriesWidgetExtension.appex/Contents/MacOS/BatteriesWidgetExtension
728 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
727 /usr/libexec/diagnosticextensionsd
725 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/CarbonComponentScannerXPC.xpc/Contents/MacOS/CarbonComponentScannerXPC
724 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
723 /System/Library/CoreServices/PowerChime.app/Contents/MacOS/PowerChime
719 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
718 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
688 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
687 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker
666 /usr/libexec/containermanagerd
665 /usr/libexec/trustd
664 /usr/libexec/pkd
663 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport
662 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport
661 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
660 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
659 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
658 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
655 /usr/libexec/SidecarRelay
652 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
651 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem
650 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
649 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
648 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
647 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
646 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
643 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
642 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
640 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd
637 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget
635 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
634 /System/Applications/Reminders.app/Contents/PlugIns/RemindersWidgetExtension.appex/Contents/MacOS/RemindersWidgetExtension
633 /System/Library/CoreServices/ClimateProxy.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
632 /System/Library/CoreServices/Screen
631 /System/Library/Frameworks/CryptoTokenKit.framework/ctkbind.app/Contents/MacOS/ctkbind
630 /usr/libexec/swcd
629 /System/Library/Input
627 /System/Library/Frameworks/SystemExtensions.framework/Versions/A/Helpers/sysextd
626 /System/Library/CoreServices/backgroundtaskmanagementagent
625 /usr/libexec/nesessionmanager
624 /usr/sbin/distnoted
623 /System/Library/PrivateFrameworks/MobileInstallation.framework/XPCServices/com.apple.MobileInstallationHelperService.xpc/Contents/MacOS/com.apple.MobileInstallationHelperService
622 /System/Library/PrivateFrameworks/MobileInstallation.framework/Support/appinstalld
621 /System/Library/CoreServices/pbs
620 /System/Library/PrivateFrameworks/SkyLight.framework//Versions/A/Resources/AquaAppearanceHelper.app/Contents/MacOS/AquaAppearanceHelper
619 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
617 /usr/libexec/morphunassetsupdaterd
616 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent
615 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/com.apple.siri.ClientFlow.ClientScripter.xpc/Contents/MacOS/com.apple.siri.ClientFlow.ClientScripter
614 /System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
611 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
610 /System/Library/PrivateFrameworks/SiriInference.framework/Support/siriinferenced
609 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
608 cloudphotod
607 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
595 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
594 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
589 /System/Library/CoreServices/ScopedBookmarkAgent
587 /System/Library/PrivateFrameworks/CloudDocsDaemon.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
584 /System/Library/CoreServices/CrashReporterSupportHelper
583 /System/Library/PrivateFrameworks/CloudPhotoServices.framework/Versions/A/XPCServices/com.apple.CloudPhotosConfiguration.xpc/Contents/MacOS/com.apple.CloudPhotosConfiguration
582 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
581 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
580 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
579 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
578 /usr/sbin/distnoted
577 /usr/libexec/wifivelocityd
576 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
575 /usr/libexec/AssetCache/AssetCache
574 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
573 /usr/sbin/distnoted
572 /usr/libexec/adprivacyd
571 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
570 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
569 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
566 /System/Library/CoreServices/iconservicesagent
564 /usr/libexec/neagent
563 /System/Library/CoreServices/sharedfilelistd
562 /usr/sbin/distnoted
561 /usr/libexec/WiFiVelocityAgent
560 /usr/sbin/systemsoundserverd
558 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
556 /System/Library/CoreServices/talagent
555 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
554 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
553 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
550 /usr/libexec/seld
549 /usr/libexec/searchpartyuseragent
547 /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
545 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariBookmarksSyncAgent
544 /usr/libexec/spindump_agent
543 /usr/sbin/spindump
542 /usr/sbin/filecoordinationd
540 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
539 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
538 /usr/libexec/keyboardservicesd
537 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/XPCServices/com.apple.DictionaryServiceHelper.xpc/Contents/MacOS/com.apple.DictionaryServiceHelper
536 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
535 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
534 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
533 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
532 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
530 /usr/libexec/fmfd
528 /System/Library/Frameworks/AddressBook.framework/Executables/ContactsAccountsService
527 /System/Library/PrivateFrameworks/CalendarNotification.framework/Versions/A/XPCServices/CalNCService.xpc/Contents/MacOS/CalNCService
526 /usr/sbin/distnoted
525 /System/Library/Frameworks/Security.framework/Versions/A/Resources/CloudKeychainProxy.bundle/Contents/MacOS/CloudKeychainProxy
524 /System/Library/CoreServices/Keychain
523 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
522 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
520 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
517 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
511 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
510 /usr/sbin/WirelessRadioManagerd
509 /usr/libexec/pkd
508 /System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent
507 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd
506 /System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd
505 /usr/libexec/containermanagerd
504 /System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
503 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
502 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
501 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
500 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
499 /usr/libexec/pboard
497 /System/Library/PrivateFrameworks/TCC.framework/Resources/tccd
496 /System/Library/PrivateFrameworks/IDS.framework/identityservicesd.app/Contents/MacOS/identityservicesd
493 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
492 /usr/libexec/secinitd
491 /usr/libexec/routined
490 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
489 /usr/sbin/usernoted
488 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
487 /System/Library/PrivateFrameworks/ExchangeSync.framework/Versions/Current/exchangesyncd
486 /usr/libexec/dmd
485 /System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent
484 /System/Library/CoreServices/ControlStrip.app/Contents/MacOS/ControlStrip
483 /usr/libexec/rapportd
481 /usr/libexec/networkserviceproxy
480 /System/Library/CoreServices/lockoutagent
479 /System/Library/CoreServices/APFSUserAgent
478 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter
477 /usr/libexec/lsd
476 /usr/libexec/knowledge-agent
475 /System/Library/PrivateFrameworks/CloudServices.framework/Helpers/com.apple.sbd
470 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/TrustedPeersHelper.xpc/Contents/MacOS/TrustedPeersHelper
468 /usr/libexec/secd
466 /usr/sbin/cfprefsd
465 /usr/libexec/securityd_service
464 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
443 /System/Library/PrivateFrameworks/CoreADI.framework/adid
442 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
440 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/XPCServices/com.apple.cmio.registerassistantservice.xpc/Contents/MacOS/com.apple.cmio.registerassistantservice
439 /System/Library/PrivateFrameworks/AccountPolicy.framework/XPCServices/com.apple.AccountPolicyHelper.xpc/Contents/MacOS/com.apple.AccountPolicyHelper
434 /usr/sbin/systemstats
433 /usr/sbin/distnoted
432 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
431 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
429 /usr/libexec/bootinstalld
428 /usr/libexec/sysmond
427 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
425 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
424 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
423 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
421 /System/Library/CoreServices/appleeventsd
417 /usr/libexec/captiveagent
408 /usr/libexec/colorsyncd
407 /usr/libexec/colorsync.displayservices
405 /usr/libexec/nfcd
404 /usr/libexec/TouchBarServer
403 /usr/libexec/wifianalyticsd
402 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
401 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
400 /usr/libexec/biokitaggdd
397 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
396 /usr/sbin/distnoted
394 /usr/libexec/hidd
393 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
392 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
390 /usr/libexec/thermald
388 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
387 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
385 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
382 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
380 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
379 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
377 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
376 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
368 /usr/libexec/containermanagerd
367 /usr/libexec/secinitd
366 /System/Library/Frameworks/PreferencePanes.framework/Versions/A/XPCServices/cacheAssistant.xpc/Contents/MacOS/cacheAssistant
364 /usr/sbin/distnoted
363 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
360 /System/Library/CoreServices/iconservicesagent
337 /System/Library/PrivateFrameworks/SystemAdministration.framework/XPCServices/writeconfig.xpc/Contents/MacOS/writeconfig
303 /usr/libexec/rtcreportingd
290 /usr/libexec/containermanagerd
288 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
287 /usr/libexec/biometrickitd
286 /usr/libexec/trustd
284 /usr/sbin/cfprefsd
283 /System/Library/PrivateFrameworks/WirelessDiagnostics.framework/Support/awdd
282 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
281 /System/Library/CoreServices/Software
280 /usr/sbin/distnoted
279 /usr/libexec/secinitd
278 /usr/libexec/ApplicationFirewall/socketfilterfw
276 /usr/sbin/distnoted
275 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
274 /usr/libexec/tzd
272 /System/Library/Frameworks/CoreMediaIO.framework/Resources/VDC.plugin/Contents/Resources/VDCAssistant
269 /usr/libexec/usbd
268 /usr/libexec/apfsd
267 /System/Library/CryptoTokenKit/com.apple.ifdreader.slotd/Contents/MacOS/com.apple.ifdreader
266 /usr/libexec/multiversed
265 /usr/libexec/smd
263 /usr/libexec/mobileactivationd
262 /usr/libexec/nsurlsessiond
261 /System/Library/CoreServices/Software
259 /System/Library/CoreServices/ReportCrash
258 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
257 /usr/sbin/mDNSResponderHelper
256 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
254 /usr/sbin/mDNSResponder
241 /usr/libexec/findmydeviced
239 /usr/libexec/symptomsd
236 /System/Library/Frameworks/CoreAudio.framework/Versions/A/XPCServices/com.apple.audio.DriverHelper.xpc/Contents/MacOS/com.apple.audio.DriverHelper
234 /System/Library/CoreServices/SubmitDiagInfo
233 /System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper
232 /System/Library/PrivateFrameworks/BridgeOSSoftwareUpdate.framework/Support/bosUpdateProxy
231 /System/Library/PrivateFrameworks/CoreKDL.framework/Support/corekdld
230 /usr/libexec/lsd
227 /usr/sbin/distnoted
225 /usr/libexec/PowerUIAgent
224 /usr/libexec/searchpartyd
222 /usr/libexec/runningboardd
221 /usr/libexec/airportd
220 /usr/libexec/diskmanagementd
218 /usr/libexec/mobileassetd
214 /System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd
212 aslmanager
201 /usr/sbin/distnoted
183 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/authd.xpc/Contents/MacOS/authd
179 /usr/libexec/trustd
177 /System/Library/PrivateFrameworks/TCC.framework/Resources/tccd
168 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsd
163 /System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow
147 /System/Library/CoreServices/coreservicesd
146 /usr/libexec/logd_helper
143 /usr/libexec/amfid
141 /usr/libexec/corebrightnessd
136 /usr/sbin/KernelEventAgent
135 /System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/Support/revisiond
134 /System/Library/CoreServices/logind
131 /System/Library/PrivateFrameworks/AppleCredentialManager.framework/AppleCredentialManagerDaemon
126 /usr/libexec/displaypolicyd
125 autofsd
123 /usr/libexec/locationd
121 auditd
120 /usr/sbin/securityd
119 /System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd
117 /usr/libexec/timed
116 /System/Library/CoreServices/launchservicesd
115 /Library/PrivilegedHelperTools/com.docker.vmnetd
114 /System/Library/PrivateFrameworks/ApplePushService.framework/apsd
112 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/contextstored
111 /usr/libexec/thermalmonitord
108 /usr/libexec/coreduetd
105 /usr/libexec/diskarbitrationd
104 /usr/libexec/kernelmanagerd
103 /System/Library/CoreServices/iconservicesd
98 /usr/libexec/watchdogd
96 /Library/Application
95 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
92 /usr/libexec/keybagd
89 /usr/libexec/remoted
86 /System/Library/CoreServices/powerd.bundle/powerd
85 endpointsecurityd
83 /usr/libexec/configd
78 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted
76 /System/Library/PrivateFrameworks/Uninstall.framework/Resources/uninstalld
73 /usr/libexec/UserEventAgent
72 /usr/sbin/syslogd
44039 awk
44308 (uname)
44038 ps
44037 /bin/sh
43986 /Users/robertpoenaru/.pyenv/versions/3.8.6/bin/python
43954 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
43914 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
43834 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
43833 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
43831 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
43733 /Users/robertpoenaru/.pyenv/versions/3.8.6/envs/systems/bin/python
43680 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/StandaloneHIDAudService.xpc/Contents/MacOS/StandaloneHIDAudService
43639 /System/Library/PrivateFrameworks/AOSKit.framework/Versions/A/XPCServices/com.apple.iCloudHelper.xpc/Contents/MacOS/com.apple.iCloudHelper
43618 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
43574 /Applications/Brave
43517 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/EAUpdaterService.xpc/Contents/MacOS/EAUpdaterService
43516 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/fud
43410 /usr/libexec/remindd
43406 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
43388 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
43379 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
43378 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
43377 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
43376 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
43375 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
43364 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
43363 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
41521 /Applications/Brave
41520 /Applications/Brave
41506 /Applications/Brave
41495 /Applications/Brave
41492 /Applications/Brave
41449 /Applications/Brave
41447 /Applications/Brave
40410 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
40409 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
40136 /usr/sbin/netbiosd
39989 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
39988 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
27658 /Users/robertpoenaru/.pyenv/versions/3.8.6/envs/systems/bin/python
26232 /System/Library/PrivateFrameworks/HearingCore.framework/heard
24676 /Users/robertpoenaru/.pyenv/versions/3.8.6/envs/systems/bin/python
